"","iso2c","country","fpop_rate","p2000","p2000_a_1","p2000_a_2","p2000_a_3","p2000_f","p2000_f_1","p2000_f_2","p2000_f_3","p2000_nf_1","p2000_nf_2","p2000_nf_3","pdelt","pdelt_a_1","pdelt_a_2","pdelt_a_3","pdelt_f","pdelt_f_1","pdelt_f_2","pdelt_f_3","pdelt_nf_1","pdelt_nf_2","pdelt_nf_3","region","flood_mech","sum","iso3c","bias_factor","hrsl_data","region_mean_bias","region_sd_bias"
"69","RS","Russia",0,172464602.315072,32341553.15575,53539105.4694512,86583943.6898712,0,0,0,0,32341553.15575,53539105.4694512,86583943.6898712,-338344.904593948,375687.97368421,-2293349.17519026,1579316.2969121,0,0,0,0,375687.97368421,-2293349.17519026,1579316.2969121,"Eastern Europe","surge",516378772.231435,"RUS",0.771560448688832,"N",0.771560448688832,0.100346888478197
"70","UP","Ukraine",0,74014923.8732954,22460243.4359022,20410302.0639706,31144378.3734226,0,0,0,0,22460243.4359022,20410302.0639706,31144378.3734226,-5950562.51488004,-1991204.98761252,-2363043.60267085,-1596313.92459667,0,0,0,0,-1991204.98761252,-2363043.60267085,-1596313.92459667,"Eastern Europe","surge",204193084.075246,"UKR",0.771560448688832,"N",0.771560448688832,0.100346888478197
"71","RO","Romania",0,31696892.5701271,14343914.8396891,7844546.53845386,9508431.19198413,0,0,0,0,14343914.8396891,7844546.53845386,9508431.19198413,-3803259.31721966,-2589148.36912532,-178393.822542542,-1035717.12555179,0,0,0,0,-2589148.36912532,-178393.822542542,-1035717.12555179,"Eastern Europe","surge",83680899.7587223,"ROU",0.701767431197142,"Y",0.771560448688832,0.100346888478197
"72","MD","Moldova",0,6180262.52874107,2479056.2216317,2265170.1433723,1436036.16373707,0,0,0,0,2479056.2216317,2265170.1433723,1436036.16373707,-200326.906118252,-53576.4156918706,-64548.0992780128,-82202.3911483684,0,0,0,0,-53576.4156918706,-64548.0992780128,-82202.3911483684,"Eastern Europe","surge",17939806.8678685,"MDA",0.730887972891828,"Y",0.771560448688832,0.100346888478197
"73","RS","Russia",0,12912129.8139437,4091064.75550621,4120153.56789736,4700911.49054009,0,0,0,0,4091064.75550621,4120153.56789736,4700911.49054009,-1339999.35520436,-365333.087634301,-643459.505944246,-331206.76162581,0,0,0,0,-365333.087634301,-643459.505944246,-331206.76162581,"Eastern Europe","surge",34716391.3762179,"RUS",0.771560448688832,"N",0.771560448688832,0.100346888478197
"74","FI","Finland",0,10797214.6406968,3807358.61161009,4267986.00805452,2721870.02103216,0,0,0,0,3807358.61161009,4267986.00805452,2721870.02103216,640870.656779328,-49629.5278025716,207453.926927905,483046.257653995,0,0,0,0,-49629.5278025716,207453.926927905,483046.257653995,"Northern Europe","surge",34314255.8924283,"FIN",1.04428553901544,"N",1.04428553901544,0.106161536189281
"75","NO","Norway",0,8694832.35711629,3829296.59014339,3027904.5550244,1837631.21194851,0,0,0,0,3829296.59014339,3027904.5550244,1837631.21194851,1317017.93867432,329162.712696732,519019.61495373,468835.611023854,0,0,0,0,329162.712696732,519019.61495373,468835.611023854,"Northern Europe","surge",30035550.8873718,"NOR",1.04428553901544,"N",1.04428553901544,0.106161536189281
"76","AN","Andorra",0,88302.8076138768,15869.6460630811,72433.1615507957,0,0,0,0,0,15869.6460630811,72433.1615507957,0,6795.19494698756,10432.4246897008,-3637.22974271327,0,0,0,0,0,10432.4246897008,-3637.22974271327,0,"Southern Europe","surge",285294.007682593,"AND",0.821498772634281,"N",0.821498772634281,0.218724957314217
"77","IT","Italy",0,77327817.6864006,18479476.8162163,30640511.8345492,28207829.035635,0,0,0,0,18479476.8162163,30640511.8345492,28207829.035635,3757588.9495825,1262272.3811355,2304891.80874616,190424.759700838,0,0,0,0,1262272.3811355,2304891.80874616,190424.759700838,"Southern Europe","surge",243256219.907949,"ITA",0.948137198203058,"Y",0.821498772634281,0.218724957314217
"78","MN","Monaco",0,36355.9238405415,0,0,36355.9238405415,0,0,0,0,0,0,36355.9238405415,6458.66357018059,0,0,6458.66357018059,0,0,0,0,0,0,6458.66357018059,"Western Europe","surge",128443.762232166,"MCO",0.919464317816955,"N",0.919464317816955,0.0827232694496408
"79","MT","Malta",0,463744.793156928,17720.3925217465,89294.9163387413,356729.48429644,0,0,0,0,17720.3925217465,89294.9163387413,356729.48429644,36816.0136887311,8591.26124894777,19876.8805941781,8347.87184560519,0,0,0,0,8591.26124894777,19876.8805941781,8347.87184560519,"Southern Europe","surge",1501682.42053698,"MLT",0.821498772634281,"N",0.821498772634281,0.218724957314217
"80","SM","San Marino",0,38506.9482358015,6868.84903407696,31638.0992017245,0,0,0,0,0,6868.84903407696,31638.0992017245,0,5821.53678035975,1581.65776243161,4239.87901792814,0,0,0,0,0,1581.65776243161,4239.87901792814,0,"Southern Europe","surge",132985.455048484,"SMR",0.821498772634281,"N",0.821498772634281,0.218724957314217
"81","VT","Vatican City",0,2259.75077879663,0,0,2259.75077879663,0,0,0,0,0,0,2259.75077879663,-131.22807450201,0,0,-131.22807450201,0,0,0,0,0,0,-131.22807450201,"Southern Europe","surge",6385.56811288385,"VAT",0.821498772634281,"N",0.821498772634281,0.218724957314217
"82","HR","Croatia",0,6208321.10900223,2572039.26255907,1976179.63309452,1660102.21334864,0,0,0,0,2572039.26255907,1976179.63309452,1660102.21334864,-273609.125617529,-193774.51006187,-65753.9635327161,-14080.6520229426,0,0,0,0,-193774.51006187,-65753.9635327161,-14080.6520229426,"Southern Europe","surge",17804135.9501541,"HRV",0.834105279152343,"Y",0.821498772634281,0.218724957314217
"83","AL","Albania",0,4140156.11907068,1745476.8687388,1221093.98229852,1173585.26803335,0,0,0,0,1745476.8687388,1221093.98229852,1173585.26803335,-295471.895975199,-570190.005700907,-116919.188110767,391637.297836475,0,0,0,0,-570190.005700907,-116919.188110767,391637.297836475,"Southern Europe","surge",11534052.6692864,"ALB",0.597146289224155,"Y",0.821498772634281,0.218724957314217
"84","BK","Bosnia & Herzegovina",0,5297523.35278213,1315645.55882197,2870772.96266034,1111104.83129983,0,0,0,0,1315645.55882197,2870772.96266034,1111104.83129983,24780.8409718447,35186.3696039842,-44868.5934938756,34463.0648617361,0,0,0,0,35186.3696039842,-44868.5934938756,34463.0648617361,"Southern Europe","surge",15966912.5812619,"BIH",0.482298155688882,"Y",0.821498772634281,0.218724957314217
"85","MJ","Montenegro",0,837740.472995783,224525.563963618,425921.279445428,187293.629586738,0,0,0,0,224525.563963618,425921.279445428,187293.629586738,16375.9059201005,4416.23815671333,-12441.0749641025,24400.7427274897,0,0,0,0,4416.23815671333,-12441.0749641025,24400.7427274897,"Southern Europe","surge",2562349.13674765,"MNE",0.821498772634281,"N",0.821498772634281,0.218724957314217
"86","RI","Serbia",0,11112150.4411653,4239803.27610553,3485604.795284,3386742.36977578,0,0,0,0,4239803.27610553,3485604.795284,3386742.36977578,-1371530.69502583,-839470.566150145,-469255.470047211,-62804.6588284772,0,0,0,0,-839470.566150145,-469255.470047211,-62804.6588284772,"Southern Europe","surge",29221859.2384184,"SRB",0.39786300013151,"Y",0.821498772634281,0.218724957314217
"87","GR","Greece",0,13831232.3463781,4344785.37215401,3211129.13597805,6275317.83824607,0,0,0,0,4344785.37215401,3211129.13597805,6275317.83824607,-7301.20590165561,56772.1631333385,-33565.3625262952,-30508.0065086989,0,0,0,0,56772.1631333385,-33565.3625262952,-30508.0065086989,"Southern Europe","surge",41471793.4214294,"GRC",0.892276533257874,"Y",0.821498772634281,0.218724957314217
"88","MK","Macedonia",0,2709314.01747977,654235.835091119,1023559.44880049,1031518.73358816,0,0,0,0,654235.835091119,1023559.44880049,1031518.73358816,86232.2079155727,35982.2987322959,29084.6303217678,21165.2788615091,0,0,0,0,35982.2987322959,29084.6303217678,21165.2788615091,"Southern Europe","surge",8386638.67618603,"MKD",0.717670656196626,"Y",0.821498772634281,0.218724957314217
"89","BU","Bulgaria",0,10844210.8161959,4642549.1386844,3420541.94462193,2781119.7328896,0,0,0,0,4642549.1386844,3420541.94462193,2781119.7328896,-1152029.21076303,-681633.945408191,-501471.651624764,31076.3862699236,0,0,0,0,-681633.945408191,-501471.651624764,31076.3862699236,"Eastern Europe","surge",29076544.8162987,"BGR",0.733469952903816,"Y",0.771560448688832,0.100346888478197
"90","PO","Portugal (Azores)",0,299735.678574198,146226.021020881,153509.657553317,0,0,0,0,0,146226.021020881,153509.657553317,0,4712.28693226172,-4664.06987365683,9376.35680591855,0,0,0,0,0,-4664.06987365683,9376.35680591855,0,"Southern Europe","surge",913343.89651938,"PRT",1.12212544434749,"Y",0.821498772634281,0.218724957314217
"91","PO","Portugal",0,12757099.081126,4005063.40938187,4089661.82646568,4662373.84527849,0,0,0,0,4005063.40938187,4089661.82646568,4662373.84527849,75690.2396223751,-138194.326645809,114251.503968849,99633.0622993352,0,0,0,0,-138194.326645809,114251.503968849,99633.0622993352,"Southern Europe","surge",38498367.9622452,"PRT",1.12212544434749,"Y",0.821498772634281,0.218724957314217
"92","GI","Gibraltar",0,26280.0412271967,73.4697238099341,4928.29010491465,21278.2813984721,0,0,0,0,73.4697238099341,4928.29010491465,21278.2813984721,3954.35777845687,-9.36031418968649,835.840551465165,3127.87754118139,0,0,0,0,-9.36031418968649,835.840551465165,3127.87754118139,"Southern Europe","surge",90703.1970169607,"GIB",0.821498772634281,"N",0.821498772634281,0.218724957314217
"93","SP","Spain",0,50569475.8863794,10977873.5607817,14631770.586759,24959831.7388387,0,0,0,0,10977873.5607817,14631770.586759,24959831.7388387,6328280.24383108,1477130.39099722,1869544.71636311,2981605.13647075,0,0,0,0,1477130.39099722,1869544.71636311,2981605.13647075,"Southern Europe","surge",170693268.390632,"ESP",0.787808415557183,"Y",0.821498772634281,0.218724957314217
"94","FR","France",0,87130358.9154706,30076478.9597129,22488992.7230259,34564887.2327318,0,0,0,0,30076478.9597129,22488992.7230259,34564887.2327318,7219384.04590571,4497003.06937608,1289679.00931255,1432701.96721707,0,0,0,0,4497003.06937608,1289679.00931255,1432701.96721707,"Western Europe","surge",283049228.884129,"FRA",0.912725652490811,"Y",0.919464317816955,0.0827232694496408
"95","SV","Svalbard",0,10044.6228351031,10044.6228351031,0,0,0,0,0,0,10044.6228351031,0,0,4025.07269942059,4025.07269942059,0,0,0,0,0,0,4025.07269942059,0,0,"Northern Europe","surge",42209.0866035712,"SJM",1.04428553901544,"N",1.04428553901544,0.106161536189281
"96","SW","Sweden",0,16906356.9480286,5608374.45753183,6645614.93950791,4652367.55098888,0,0,0,0,5608374.45753183,6645614.93950791,4652367.55098888,1660413.66050359,174290.686346914,479043.051599749,1007079.92255692,0,0,0,0,174290.686346914,479043.051599749,1007079.92255692,"Northern Europe","surge",55700311.8255966,"SWE",1.04428553901544,"N",1.04428553901544,0.106161536189281
"97","DA","Denmark",0,9343092.64886778,3505295.61127099,3309030.38112544,2528766.65647136,0,0,0,0,3505295.61127099,3309030.38112544,2528766.65647136,582991.69314795,72799.822532314,137704.443489703,372487.427125933,0,0,0,0,72799.822532314,137704.443489703,372487.427125933,"Northern Europe","surge",29778253.0260472,"DNK",1.04428553901544,"N",1.04428553901544,0.106161536189281
"98","EN","Estonia",0,2704894.50607256,1081809.58640963,729985.244265597,893099.675397332,0,0,0,0,1081809.58640963,729985.244265597,893099.675397332,-168671.424708485,-164969.398833189,14944.1442846834,-18646.1701599803,0,0,0,0,-164969.398833189,14944.1442846834,-18646.1701599803,"Northern Europe","surge",7608669.24409223,"EST",0.971011597964533,"Y",1.04428553901544,0.106161536189281
"99","LG","Latvia",0,4300220.80173337,1111558.86068635,1557412.69822726,1631249.24281976,0,0,0,0,1111558.86068635,1557412.69822726,1631249.24281976,-727548.493242007,-132398.095892837,-297979.445745415,-297170.951603755,0,0,0,0,-132398.095892837,-297979.445745415,-297170.951603755,"Northern Europe","surge",10718016.9254741,"LVA",1.03068794062861,"Y",1.04428553901544,0.106161536189281
"100","LH","Lithuania",0,6110478.91938056,1298979.69028764,2430294.18385542,2381205.04523749,0,0,0,0,1298979.69028764,2430294.18385542,2381205.04523749,-1073838.54210813,-179229.317859167,-459939.431439283,-434669.792809682,0,0,0,0,-179229.317859167,-459939.431439283,-434669.792809682,"Northern Europe","surge",15109921.1318173,"LTU",1.24728671952465,"Y",1.04428553901544,0.106161536189281
"101","BO","Belarus",0,16754085.7612147,3247735.51859242,5239235.06954716,8267115.17307509,0,0,0,0,3247735.51859242,5239235.06954716,8267115.17307509,-772551.725815462,-332676.650611782,-1041601.7479569,601726.672753224,0,0,0,0,-332676.650611782,-1041601.7479569,601726.672753224,"Eastern Europe","surge",47944602.1061976,"BLR",0.994418541650866,"Y",0.771560448688832,0.100346888478197
"102","PL","Poland",0,62096914.5856939,21229386.3127973,21872464.8712738,18995063.4016228,0,0,0,0,21229386.3127973,21872464.8712738,18995063.4016228,228859.509154566,695461.93109969,220099.197687198,-686701.619632323,0,0,0,0,695461.93109969,220099.197687198,-686701.619632323,"Eastern Europe","surge",186977322.284545,"POL",0.828155774735291,"Y",0.771560448688832,0.100346888478197
"103","GM","Germany",0,129981731.177261,36276389.3046193,48692697.0186731,45012644.8539685,0,0,0,0,36276389.3046193,48692697.0186731,45012644.8539685,-2003528.80575734,-688905.147518363,-1651225.33221563,336601.673976658,0,0,0,0,-688905.147518363,-1651225.33221563,336601.673976658,"Western Europe","surge",383934607.114511,"DEU",0.92145691555137,"Y",0.919464317816955,0.0827232694496408
"104","EZ","Czechia",0,15918600.0037656,5936207.85846948,6019834.71841135,3962557.42688482,0,0,0,0,5936207.85846948,6019834.71841135,3962557.42688482,438026.349302737,343496.191555919,32499.1490206511,62031.0087261664,0,0,0,0,343496.191555919,32499.1490206511,62031.0087261664,"Eastern Europe","surge",49069879.0592051,"CZE",0.706504734556803,"Y",0.771560448688832,0.100346888478197
"105","LO","Slovakia",0,8152317.82191458,3490834.82859231,3440676.01058142,1220806.98274085,0,0,0,0,3490834.82859231,3440676.01058142,1220806.98274085,60444.6376485585,215402.193405175,-91614.6210897263,-63342.9346668903,0,0,0,0,215402.193405175,-91614.6210897263,-63342.9346668903,"Eastern Europe","surge",24638287.3786894,"SVK",0.665175871769503,"Y",0.771560448688832,0.100346888478197
"106","HU","Hungary",0,15064422.213156,5674853.8769746,5584462.48225788,3805105.85392351,0,0,0,0,5674853.8769746,5584462.48225788,3805105.85392351,-532547.031580569,-319798.464664005,-540340.680231243,327592.113314679,0,0,0,0,-319798.464664005,-540340.680231243,327592.113314679,"Eastern Europe","surge",43595625.5447263,"HUN",0.812103309805408,"Y",0.771560448688832,0.100346888478197
"107","SI","Slovenia",0,2895000.03258715,1415163.36509979,1043735.51976534,436101.147722021,0,0,0,0,1415163.36509979,1043735.51976534,436101.147722021,108107.85293121,24322.6637910433,46386.7167714216,37398.4723687455,0,0,0,0,24322.6637910433,46386.7167714216,37398.4723687455,"Southern Europe","surge",9009323.65655509,"SVN",0.90168412531147,"Y",0.821498772634281,0.218724957314217
"108","AU","Austria",0,11988712.1197167,5144059.22450356,3254853.40959348,3589799.4856197,0,0,0,0,5144059.22450356,3254853.40959348,3589799.4856197,739524.110572656,73523.425139847,202283.174368986,463717.511063823,0,0,0,0,73523.425139847,202283.174368986,463717.511063823,"Western Europe","surge",38184708.6908682,"AUT",0.882000827115617,"Y",0.919464317816955,0.0827232694496408
"109","SZ","Switzerland",0,10452811.4185153,2384261.30515649,4641400.79073643,3427149.32262237,0,0,0,0,2384261.30515649,4641400.79073643,3427149.32262237,1652555.4593179,336626.686889428,824207.732350204,491721.040078265,0,0,0,0,336626.686889428,824207.732350204,491721.040078265,"Western Europe","surge",36316100.6334995,"CHE",0.941877200929796,"Y",0.919464317816955,0.0827232694496408
"110","LS","Liechtenstein",0,50122.9030368614,9583.50343401183,40539.3996028496,0,0,0,0,0,9583.50343401183,40539.3996028496,0,6085.53467433198,1751.5054449612,4334.02922937078,0,0,0,0,0,1751.5054449612,4334.02922937078,0,"Western Europe","surge",168625.31313358,"LIE",0.919464317816955,"N",0.919464317816955,0.0827232694496408
"111","LU","Luxembourg",0,671370.03839444,214382.499076624,281412.839652911,175574.699664905,0,0,0,0,214382.499076624,281412.839652911,175574.699664905,201013.148957782,70171.1271073069,64303.8279855863,66538.1938648886,0,0,0,0,70171.1271073069,64303.8279855863,66538.1938648886,"Western Europe","surge",2617149.56205667,"LUX",0.919464317816955,"N",0.919464317816955,0.0827232694496408
"112","NL","Netherlands",0,25782393.0900209,3978651.03183535,9038933.11333289,12764808.9448526,0,0,0,0,3978651.03183535,9038933.11333289,12764808.9448526,1673131.41763728,555310.203786981,331011.722822705,786809.491027591,0,0,0,0,555310.203786981,331011.722822705,786809.491027591,"Western Europe","surge",82366573.5229744,"NLD",1.06573872795712,"Y",0.919464317816955,0.0827232694496408
"113","BE","Belgium",0,16253123.607282,3114355.57532607,7568682.69206168,5570085.33989421,0,0,0,0,3114355.57532607,7568682.69206168,5570085.33989421,1626958.89524202,504028.268454506,479992.480440444,642938.146347071,0,0,0,0,504028.268454506,479992.480440444,642938.146347071,"Western Europe","surge",53640247.5075719,"BEL",0.792986582857016,"Y",0.919464317816955,0.0827232694496408
"114","UK","United Kingdom",0,96897202.7916367,13991394.9187949,25721084.433245,57184723.4395968,0,0,0,0,13991394.9187949,25721084.433245,57184723.4395968,9522002.84959799,1373292.64976534,1871537.28165248,6277172.91818017,0,0,0,0,1373292.64976534,1871537.28165248,6277172.91818017,"Northern Europe","surge",319257616.923704,"GBR",0.98991528976589,"Y",1.04428553901544,0.106161536189281
