"","iso2c","country","fpop_rate","p2000","p2000_a_1","p2000_a_2","p2000_a_3","p2000_f","p2000_f_1","p2000_f_2","p2000_f_3","p2000_nf_1","p2000_nf_2","p2000_nf_3","pdelt","pdelt_a_1","pdelt_a_2","pdelt_a_3","pdelt_f","pdelt_f_1","pdelt_f_2","pdelt_f_3","pdelt_nf_1","pdelt_nf_2","pdelt_nf_3","region","flood_mech","sum","iso3c","bias_factor","hrsl_data","region_mean_bias","region_sd_bias"
"278","RW","Rwanda",0,8058861.12204695,1250590.22293407,5465146.76385155,1343124.13526133,0,0,0,0,1250590.22293407,5465146.76385155,1343124.13526133,3584854.72621044,357084.497480857,2444275.32896154,783494.899768042,0,0,0,0,357084.497480857,2444275.32896154,783494.899768042,"Eastern Africa","snowicerain",34931147.5447722,"RWA",0.249596793968061,"Y",0.658483593945378,0.779716391960583
"279","SF","South Africa",0,51103954.2100374,13781495.0952579,13836970.3814305,23485488.733349,0,0,0,0,13781495.0952579,13836970.3814305,23485488.733349,10910442.9259106,642169.180854338,2239086.83094608,8029186.91411016,0,0,0,0,642169.180854338,2239086.83094608,8029186.91411016,"Southern Africa","snowicerain",186043191.407844,"ZAF",1.58912903353408,"Y",0.575561959393868,0.654721907276822
"280","LT","Lesotho",0,2129756.2602014,971158.911163535,873651.525113111,284945.823924755,0,0,0,0,971158.911163535,873651.525113111,284945.823924755,316760.433358379,84955.0604226105,174639.721809048,57165.6511267203,0,0,0,0,84955.0604226105,174639.721809048,57165.6511267203,"Southern Africa","snowicerain",7339550.08067934,"LSO",0.0842626611400502,"Y",0.575561959393868,0.654721907276822
"281","WZ","Swaziland",0,1179715.81800131,632684.879472969,386949.53438604,160081.404142306,0,0,0,0,632684.879472969,386949.53438604,160081.404142306,251397.029290015,154438.786208508,58140.533041208,38817.7100402992,0,0,0,0,154438.786208508,58140.533041208,38817.7100402992,"Southern Africa","snowicerain",4293338.54187399,"SWZ",0.0133002999369638,"Y",0.575561959393868,0.654721907276822
"282","MF","Mayotte",0,146611.265528939,22608.3664889026,72280.8468018541,51722.0522381822,0,0,0,0,22608.3664889026,72280.8468018541,51722.0522381822,86781.0913440146,11051.4141354347,42915.1454319028,32814.5317766771,0,0,0,0,11051.4141354347,42915.1454319028,32814.5317766771,"Eastern Africa","snowicerain",700177.070618861,"MYT",0.658483593945378,"N",0.658483593945378,0.779716391960583
"283","NG","Niger",0,11534103.7310988,2581333.54223123,4555133.64969615,4397636.53917145,0,0,0,0,2581333.54223123,4555133.64969615,4397636.53917145,8910990.35578108,2060231.95669513,3524037.98621202,3326720.41287393,0,0,0,0,2060231.95669513,3524037.98621202,3326720.41287393,"Western Africa","snowicerain",61335282.2606397,"NER",0.21294335517329,"Y",0.266098533024611,0.206658118060722
"284","SU","Sudan",0,28714983.3074129,4159559.53184193,8361619.74279938,16193804.0327716,0,0,0,0,4159559.53184193,8361619.74279938,16193804.0327716,12301268.8505734,1547494.11104581,3111489.46258998,7642285.27693766,0,0,0,0,1547494.11104581,3111489.46258998,7642285.27693766,"Northern Africa","snowicerain",123048756.473959,"SDN",0.642679382720939,"N",0.642679382720939,0.317874432469545
"285","LY","Libya",0,6237493.04788888,899986.377294238,1887455.40034119,3450051.27025345,0,0,0,0,899986.377294238,1887455.40034119,3450051.27025345,1104101.24254489,242236.850641598,419749.385969008,442115.005934284,0,0,0,0,242236.850641598,419749.385969008,442115.005934284,"Northern Africa","snowicerain",22024782.8713013,"LBY",0.642679382720939,"N",0.642679382720939,0.317874432469545
"286","TS","Tunisia",0,11868257.8674284,1594120.04036359,4620796.77510472,5653341.05196009,0,0,0,0,1594120.04036359,4620796.77510472,5653341.05196009,1914788.66659282,291640.205580645,413976.517808176,1209171.943204,0,0,0,0,291640.205580645,413976.517808176,1209171.943204,"Northern Africa","snowicerain",41349139.6020637,"TUN",0.283350543477321,"Y",0.642679382720939,0.317874432469545
"287","EG","Egypt",0,78520630.682619,1883122.69799528,12423885.1500179,64213622.8346058,0,0,0,0,1883122.69799528,12423885.1500179,64213622.8346058,26594178.7805792,720436.921312305,4484429.22938313,21389312.6298838,0,0,0,0,720436.921312305,4484429.22938313,21389312.6298838,"Northern Africa","snowicerain",315344428.389594,"EGY",1.02752129097247,"Y",0.642679382720939,0.317874432469545
"288","ER","Eritrea",0,3672612.83367697,469619.175464293,1423570.83270368,1779422.825509,0,0,0,0,469619.175464293,1423570.83270368,1779422.825509,1761602.39567868,287684.397542473,712651.697035874,761266.30110033,0,0,0,0,287684.397542473,712651.697035874,761266.30110033,"Eastern Africa","snowicerain",16302645.6880669,"ERI",2.72493003593815,"Y",0.658483593945378,0.779716391960583
"289","ET","Ethiopia",0,67175938.5079942,10853167.8326097,26095442.9859906,30227327.689394,0,0,0,0,10853167.8326097,26095442.9859906,30227327.689394,33368935.0861921,3853472.82408192,14417752.2670448,15097709.9950653,0,0,0,0,3853472.82408192,14417752.2670448,15097709.9950653,"Eastern Africa","snowicerain",301634620.782559,"ETH",0.0831621196883188,"Y",0.658483593945378,0.779716391960583
"290","DJ","Djibouti",0,701885.97108513,86713.2971997583,191218.895143974,423953.778741398,0,0,0,0,86713.2971997583,191218.895143974,423953.778741398,168680.654279818,62296.0150868076,82275.9133586663,24108.725834344,0,0,0,0,62296.0150868076,82275.9133586663,24108.725834344,"Eastern Africa","snowicerain",2611699.87609484,"DJI",0.409721850158591,"Y",0.658483593945378,0.779716391960583
"291","SO","Somalia",0,7472429.35518193,1732213.80037655,3080769.79457635,2659445.76022903,0,0,0,0,1732213.80037655,3080769.79457635,2659445.76022903,3442475.92335989,1143419.09961695,1198233.41936262,1100823.40438032,0,0,0,0,1143419.09961695,1198233.41936262,1100823.40438032,"Eastern Africa","snowicerain",32744715.8356255,"SOM",0.658483593945378,"N",0.658483593945378,0.779716391960583
"292","OD","South Sudan",0,6959399.06813057,1292458.70952186,2720668.85249513,2946271.50611359,0,0,0,0,1292458.70952186,2720668.85249513,2946271.50611359,5749055.19532195,462979.241669938,2117989.8849572,3168086.06869482,0,0,0,0,462979.241669938,2117989.8849572,3168086.06869482,"Northern Africa","snowicerain",38125362.7903576,"SSD",0.642679382720939,"N",0.642679382720939,0.317874432469545
"293","KE","Kenya",0,31048638.4279127,11802373.6786695,13531898.7543735,5714365.99486971,0,0,0,0,11802373.6786695,13531898.7543735,5714365.99486971,14978084.7364095,1565311.87939976,10044643.029405,3368129.82760469,0,0,0,0,1565311.87939976,10044643.029405,3368129.82760469,"Eastern Africa","snowicerain",138080169.492966,"KEN",0.415094511563743,"Y",0.658483593945378,0.779716391960583
"294","UG","Uganda",0,23783253.0594397,5923922.92830862,13411838.9751854,4447491.15594569,0,0,0,0,5923922.92830862,13411838.9751854,4447491.15594569,15319373.3553603,1525661.83377178,10137042.8975028,3656668.62408567,0,0,0,0,1525661.83377178,10137042.8975028,3656668.62408567,"Eastern Africa","snowicerain",117307879.2444,"UGA",0.406323603184298,"Y",0.658483593945378,0.779716391960583
"295","TZ","Tanzania",0,34073091.1866801,13830539.0039205,14139234.9828118,6103317.19994781,0,0,0,0,13830539.0039205,14139234.9828118,6103317.19994781,19529253.7365502,2489685.44194931,11145902.3969134,5893665.89768747,0,0,0,0,2489685.44194931,11145902.3969134,5893665.89768747,"Eastern Africa","snowicerain",160807034.769691,"TZA",0.388810232958171,"Y",0.658483593945378,0.779716391960583
"296","MZ","Mozambique",0,18997685.8247059,4304260.02143007,7630870.16553675,7062555.63773909,0,0,0,0,4304260.02143007,7630870.16553675,7062555.63773909,10106419.2066634,1919499.64920341,4285407.37518007,3901512.18227994,0,0,0,0,1919499.64920341,4285407.37518007,3901512.18227994,"Eastern Africa","snowicerain",87312315.094108,"MOZ",0.311256930742232,"Y",0.658483593945378,0.779716391960583
"297","CN","Comoros",0,513123.066711197,78699.9790572801,168248.284666731,266174.802987186,0,0,0,0,78699.9790572801,168248.284666731,266174.802987186,221374.811844641,44539.9515569831,82999.0029160987,93835.8573715593,0,0,0,0,44539.9515569831,82999.0029160987,93835.8573715593,"Eastern Africa","snowicerain",2203493.63566751,"COM",0.658483593945378,"N",0.658483593945378,0.779716391960583
"298","MA","Madagascar",0,16546777.0367579,7041925.22769803,7285634.27721323,2219217.53184668,0,0,0,0,7041925.22769803,7285634.27721323,2219217.53184668,8944287.68613333,2113346.67687197,4799513.53068352,2031427.47857783,0,0,0,0,2113346.67687197,4799513.53068352,2031427.47857783,"Eastern Africa","snowicerain",76473194.1686738,"MDG",0.304012171100025,"Y",0.658483593945378,0.779716391960583
"299","CV","Cabo Verde",0,437867.939884758,69558.164640916,296678.640506976,71631.1347368659,0,0,0,0,69558.164640916,296678.640506976,71631.1347368659,63010.6626964007,1974.83707719423,21729.3502874542,39306.4753317523,0,0,0,0,1974.83707719423,21729.3502874542,39306.4753317523,"Western Africa","snowicerain",1502635.80774348,"CPV",0.266098533024611,"N",0.266098533024611,0.206658118060722
"300","WI","Western Sahara",0,334416.065657297,59248.8140416623,238796.039099178,36371.2125164569,0,0,0,0,59248.8140416623,238796.039099178,36371.2125164569,291115.169207054,41695.3657753706,180408.864620992,69010.9388106916,0,0,0,0,41695.3657753706,180408.864620992,69010.9388106916,"Northern Africa","snowicerain",1876593.70459306,"ESH",0.642679382720939,"N",0.642679382720939,0.317874432469545
"301","MR","Mauritania",0,2782571.58471127,978227.675980239,1129227.86792966,675116.040801373,0,0,0,0,978227.675980239,1129227.86792966,675116.040801373,1386415.64494425,87112.5517781034,665854.321766864,633448.771399285,0,0,0,0,87112.5517781034,665854.321766864,633448.771399285,"Western Africa","snowicerain",12506961.6889666,"MRT",0.0939814354512299,"Y",0.266098533024611,0.206658118060722
"302","MO","Morocco",0,34431738.4727033,8028148.2328313,9888289.04552855,16515301.1943434,0,0,0,0,8028148.2328313,9888289.04552855,16515301.1943434,6464929.53597107,688743.799122474,2005694.99123446,3770490.74561414,0,0,0,0,688743.799122474,2005694.99123446,3770490.74561414,"Northern Africa","snowicerain",122690004.026023,"MAR",0.642679382720939,"N",0.642679382720939,0.317874432469545
"303","SP","Spain (Canary Is)",0,1839831.54060426,220474.140201158,702129.972997381,917227.427405725,0,0,0,0,220474.140201158,702129.972997381,917227.427405725,476649.360089404,57643.6820662245,185799.743869104,233205.934154075,0,0,0,0,57643.6820662245,185799.743869104,233205.934154075,"Southern Europe","snowicerain",6949442.702081,"ESP",0.787808415557183,"Y",0.821498772634281,0.218724957314217
"304","PO","Portugal (Madeira Is)",0,309917.988544105,57716.6029483436,118257.549944969,133943.835650792,0,0,0,0,57716.6029483436,118257.549944969,133943.835650792,-3054.63855141276,-4301.84565905276,-11358.0588964155,12605.2660040555,0,0,0,0,-4301.84565905276,-11358.0588964155,12605.2660040555,"Southern Europe","snowicerain",920590.049978075,"PRT",1.12212544434749,"Y",0.821498772634281,0.218724957314217
"305","SP","Spain (Africa)",0,183607.058529808,917.987133710613,10359.1871811532,172329.884214944,0,0,0,0,917.987133710613,10359.1871811532,172329.884214944,39119.956842303,364.037426270647,935.093503302102,37820.8259127302,0,0,0,0,364.037426270647,935.093503302102,37820.8259127302,"Southern Europe","snowicerain",668181.046116333,"ESP",0.787808415557183,"Y",0.821498772634281,0.218724957314217
"306","AG","Algeria",0,38224905.3314546,6237524.95548583,15674815.1187275,16312565.2572413,0,0,0,0,6237524.95548583,15674815.1187275,16312565.2572413,10380290.9410404,1150208.88985162,3608719.53535389,5621362.51583485,0,0,0,0,1150208.88985162,3608719.53535389,5621362.51583485,"Northern Africa","snowicerain",145815588.817485,"DZA",0.617166313713029,"Y",0.642679382720939,0.317874432469545
"307","ML","Mali",0,11383702.6303968,4911694.84470204,4119899.10439432,2352108.6813004,0,0,0,0,4911694.84470204,4119899.10439432,2352108.6813004,6712603.22136496,1428469.73006451,2762950.41049207,2521183.08080838,0,0,0,0,1428469.73006451,2762950.41049207,2521183.08080838,"Western Africa","snowicerain",54288917.5552852,"MLI",0.586474719264659,"Y",0.266098533024611,0.206658118060722
"308","UV","Burkina Faso",0,11799960.2623142,3812347.75655921,4990374.22243799,2997238.28331697,0,0,0,0,3812347.75655921,4990374.22243799,2997238.28331697,6662576.64672943,1312385.19151203,2585307.15603552,2764884.29918188,0,0,0,0,1312385.19151203,2585307.15603552,2764884.29918188,"Western Africa","snowicerain",55387610.7271308,"BFA",0.0535778933448806,"Y",0.266098533024611,0.206658118060722
"309","TO","Togo",0,4867153.37014376,851978.936589968,1571112.42783184,2444062.00572195,0,0,0,0,851978.936589968,1571112.42783184,2444062.00572195,2401220.2617061,473218.626289595,507967.01974509,1420034.61567142,0,0,0,0,473218.626289595,507967.01974509,1420034.61567142,"Western Africa","snowicerain",21805120.8955496,"TGO",0.10217720892483,"Y",0.266098533024611,0.206658118060722
"310","GH","Ghana",0,18980094.9022783,4073463.3340447,6788502.31553407,8118129.2526995,0,0,0,0,4073463.3340447,6788502.31553407,8118129.2526995,8681003.51751377,2004294.24096649,2120927.05172997,4555782.22481732,0,0,0,0,2004294.24096649,2120927.05172997,4555782.22481732,"Western Africa","snowicerain",82983295.2593761,"GHA",0.158403705346184,"Y",0.266098533024611,0.206658118060722
"311","IV","Cote d'Ivoire",0,16627593.2833493,6090372.09302905,4805833.13845834,5731388.05186195,0,0,0,0,6090372.09302905,4805833.13845834,5731388.05186195,6248010.73057454,2807196.37371036,1574880.9877003,1865933.36916388,0,0,0,0,2807196.37371036,1574880.9877003,1865933.36916388,"Western Africa","snowicerain",68626812.0417716,"CIV",0.340956570004154,"Y",0.266098533024611,0.206658118060722
"312","GV","Guinea",0,8951269.56233153,3535854.37160157,2805537.13905161,2609878.05167834,0,0,0,0,3535854.37160157,2805537.13905161,2609878.05167834,3837945.22920031,1225476.8516181,1133296.74746203,1479171.63012018,0,0,0,0,1225476.8516181,1133296.74746203,1479171.63012018,"Western Africa","snowicerain",38367644.3745955,"GIN",0.144155696098122,"Y",0.266098533024611,0.206658118060722
"313","SG","Senegal",0,10126540.9698418,1242389.25754081,2095722.09130406,6788429.62099692,0,0,0,0,1242389.25754081,2095722.09130406,6788429.62099692,5406249.89062131,835318.644564095,1232320.84878698,3338610.39727023,0,0,0,0,835318.644564095,1232320.84878698,3338610.39727023,"Western Africa","snowicerain",46598372.5813893,"SEN",0.155736171089451,"Y",0.266098533024611,0.206658118060722
"314","GA","Gambia, The",0,1264207.58997902,338224.980367966,391767.383962407,534215.225648649,0,0,0,0,338224.980367966,391767.383962407,534215.225648649,782217.512670152,162783.862431445,213585.280287545,405848.369951162,0,0,0,0,162783.862431445,213585.280287545,405848.369951162,"Western Africa","snowicerain",6139275.30794752,"GMB",0.42086075745103,"Y",0.266098533024611,0.206658118060722
"315","PU","Guinea-Bissau",0,1331132.94820459,397709.442993483,480390.49198869,453033.013222417,0,0,0,0,397709.442993483,480390.49198869,453033.013222417,542219.131893313,131426.073653024,124123.838993288,286669.219247,0,0,0,0,131426.073653024,124123.838993288,286669.219247,"Western Africa","snowicerain",5620056.24029371,"GNB",0.00657067062119859,"Y",0.266098533024611,0.206658118060722
"316","SL","Sierra Leone",0,4026613.86700843,1532644.00336216,1375367.46835416,1118602.39529211,0,0,0,0,1532644.00336216,1375367.46835416,1118602.39529211,2411609.55792517,867780.227911922,767465.035489936,776364.294523316,0,0,0,0,867780.227911922,767465.035489936,776364.294523316,"Western Africa","snowicerain",19314670.2748008,"SLE",0.711446745699142,"Y",0.266098533024611,0.206658118060722
"317","LI","Liberia",0,2892476.42673549,1401531.37223555,650958.286926921,839986.767573017,0,0,0,0,1401531.37223555,650958.286926921,839986.767573017,1608944.29922429,657093.216543215,268007.315588427,683843.767092646,0,0,0,0,657093.216543215,268007.315588427,683843.767092646,"Western Africa","snowicerain",13504262.1778793,"LBR",0.490910798817984,"Y",0.266098533024611,0.206658118060722
"318","BN","Benin",0,6961331.2515974,1075607.38040289,2895231.40991623,2990492.46127828,0,0,0,0,1075607.38040289,2895231.40991623,2990492.46127828,3956069.08682042,919285.56263557,1555653.56212477,1481129.96206008,0,0,0,0,919285.56263557,1555653.56212477,1481129.96206008,"Western Africa","snowicerain",32752201.0152535,"BEN",0.394841250893438,"Y",0.266098533024611,0.206658118060722
"319","NI","Nigeria",0,124492501.138034,14924642.1500598,42729242.4584331,66838616.5295407,0,0,0,0,14924642.1500598,42729242.4584331,66838616.5295407,60100492.7061281,11166940.3792358,20862789.8688364,28070762.4580559,0,0,0,0,11166940.3792358,20862789.8688364,28070762.4580559,"Western Africa","snowicerain",553778981.532485,"NGA",0.118441017189575,"Y",0.266098533024611,0.206658118060722
"320","CM","Cameroon",0,15871036.8778268,3005804.41193431,4680265.73852858,8184966.72736394,0,0,0,0,3005804.41193431,4680265.73852858,8184966.72736394,7314129.37806286,1396642.69306122,1430721.37100998,4486765.31399166,0,0,0,0,1396642.69306122,1430721.37100998,4486765.31399166,"Middle Africa","snowicerain",69555498.7676691,"CMR",0.211001083790453,"Y",0.344372894192391,0.266766557072792
"321","EK","Equatorial Guinea",0,517320.443338804,243304.969604329,103445.321666012,170570.152068462,0,0,0,0,243304.969604329,103445.321666012,170570.152068462,300411.260162005,77695.4893465934,38099.0235970256,184616.747218386,0,0,0,0,77695.4893465934,38099.0235970256,184616.747218386,"Middle Africa","snowicerain",2453195.11050243,"GNQ",0.344372894192391,"N",0.344372894192391,0.266766557072792
"322","TP","Sao Tome & Principe",0,125728.31034753,24650.5762162809,17736.3021604312,83341.4319708177,0,0,0,0,24650.5762162809,17736.3021604312,83341.4319708177,50336.4940557344,11840.3893811778,8684.94295876483,29811.1617157917,0,0,0,0,11840.3893811778,8684.94295876483,29811.1617157917,"Middle Africa","snowicerain",528194.413209792,"STP",0.344372894192391,"N",0.344372894192391,0.266766557072792
"323","GB","Gabon",0,1219002.91472161,344242.161351444,274020.393104154,600740.360266011,0,0,0,0,344242.161351444,274020.393104154,600740.360266011,488276.418166,147256.464035824,124569.377688732,216450.576441443,0,0,0,0,147256.464035824,124569.377688732,216450.576441443,"Middle Africa","snowicerain",5121837.99866283,"GAB",0.344372894192391,"N",0.344372894192391,0.266766557072792
"324","CF","Rep of the Congo",0,3092225.65115711,656877.855781486,336626.215942768,2098721.57943285,0,0,0,0,656877.855781486,336626.215942768,2098721.57943285,1556276.37676985,461604.661752519,324258.230024044,770413.484993284,0,0,0,0,461604.661752519,324258.230024044,770413.484993284,"Middle Africa","snowicerain",13945506.0837809,"COG",0.121399869309374,"Y",0.344372894192391,0.266766557072792
"325","CT","Central African Rep",0,3777797.98302167,1283325.7917978,1666448.70714766,828023.484076209,0,0,0,0,1283325.7917978,1666448.70714766,828023.484076209,1225873.29533896,463232.958808186,447002.026419725,315638.310111045,0,0,0,0,463232.958808186,447002.026419725,315638.310111045,"Middle Africa","snowicerain",15011013.8350819,"CAF",0.0179530119238978,"Y",0.344372894192391,0.266766557072792
"326","CG","Dem Rep of the Congo",0,48343064.1136103,13182432.0933616,14108228.49516,21052403.5250887,0,0,0,0,13182432.0933616,14108228.49516,21052403.5250887,29404099.8242471,7731814.96345952,8952654.59337861,12719630.267409,0,0,0,0,7731814.96345952,8952654.59337861,12719630.267409,"Middle Africa","snowicerain",233241491.813572,"COD",0.539041516457988,"Y",0.344372894192391,0.266766557072792
"327","HK","Hong Kong",0,5945602.73014738,30318.197341817,145055.322222327,5770229.21058324,0,0,0,0,30318.197341817,145055.322222327,5770229.21058324,479895.904245883,3693.39273987768,7915.40479592609,468287.106710079,0,0,0,0,3693.39273987768,7915.40479592609,468287.106710079,"Eastern Asia","snowicerain",19276495.9031798,"HKG",1.06864565693104,"Y",0.881234476849142,0.208804296814393
"328","MC","Macau",0,383380.709555489,0.810397470698637,0,383379.899158018,0,0,0,0,0.810397470698637,0,383379.899158018,106413.502976428,0.892090362661025,0,106412.610886066,0,0,0,0,0.892090362661025,0,106412.610886066,"Eastern Asia","snowicerain",1469382.63759575,"MAC",0.964472402484921,"Y",0.881234476849142,0.208804296814393
"329","TW","Taiwan",0,23904263.8856742,1167838.64116549,4361829.19140455,18374596.0531041,0,0,0,0,1167838.64116549,4361829.19140455,18374596.0531041,1581967.7261829,37458.8036369337,-48607.4806911604,1593116.40323713,0,0,0,0,37458.8036369337,-48607.4806911604,1593116.40323713,"Eastern Asia","snowicerain",76458694.8355712,"TWN",1.20978602604685,"Y",0.881234476849142,0.208804296814393
"330","JA","Japan",0,151281040.08924,12528206.9551624,34852282.7531158,103900550.380962,0,0,0,0,12528206.9551624,34852282.7531158,103900550.380962,846010.007143612,-254168.542216212,-1106427.19819339,2206605.74755322,0,0,0,0,-254168.542216212,-1106427.19819339,2206605.74755322,"Eastern Asia","snowicerain",456381150.289151,"JPN",0.772993492185228,"Y",0.881234476849142,0.208804296814393
"331","KS","Korea, South",0,56424499.7339745,4254402.77501219,7976805.07146565,44193291.8874966,0,0,0,0,4254402.77501219,7976805.07146565,44193291.8874966,5174398.23063013,-233712.920764994,1130615.36443429,4277495.78696083,0,0,0,0,-233712.920764994,1130615.36443429,4277495.78696083,"Eastern Asia","snowicerain",184796693.893814,"KOR",0.810885384686973,"Y",0.881234476849142,0.208804296814393
"332","KN","Korea, North",0,29316849.1425167,3530986.07687924,11576063.1326831,14209799.9329543,0,0,0,0,3530986.07687924,11576063.1326831,14209799.9329543,2899168.92459012,785571.226241294,1194794.35664233,918803.341706491,0,0,0,0,785571.226241294,1194794.35664233,918803.341706491,"Eastern Asia","snowicerain",96648054.2013204,"PRK",0.881234476849142,"N",0.881234476849142,0.208804296814393
"333","UU","Korean Is. (UN Jurisdiction)",0,9277.72237308513,9277.72237308513,0,0,0,0,0,0,9277.72237308513,0,0,222.07152893734,222.07152893734,0,0,0,0,0,0,222.07152893734,0,0,"Eastern Asia","snowicerain",28499.3817060674,"KOR",0.810885384686973,"Y",0.881234476849142,0.208804296814393
"334","CH","China",1.38457270135717,488377873.666099,78246488.2196026,190859434.189627,219271951.256869,115224.700755366,61918.6597903466,24881.5299382643,28424.511026755,78184569.5598123,190834552.659689,219243526.745843,49793995.3762757,1662057.62955169,19094213.8347654,29037723.9119586,16266.0591996516,-16422.2265016475,32778.4672679659,-90.1815666668117,1678479.85605333,19061435.3674974,29037814.0935252,"Eastern Asia","snowicerain",1614647099.27165,"CHN",0.881234476849142,"N",0.881234476849142,0.208804296814393
"335","CH","China",7.06387141990654,47105880.1486317,18923011.4581029,12994727.4664741,15188141.2240547,6625.0644084241,5215.24552595874,1409.81888246536,0,18917796.212577,12993317.6475916,15188141.2240547,8454010.88159592,-431485.632684239,4808718.36251156,4076778.1517686,8398.86440617805,-566.840045502134,8965.70445168018,0,-430918.792638737,4799752.65805988,4076778.1517686,"Eastern Asia","snowicerain",166694704.083369,"CHN",0.881234476849142,"N",0.881234476849142,0.208804296814393
"336","CH","China",0,110800185.927657,23296240.9302327,50175620.2858472,37328324.7115772,0,0,0,0,23296240.9302327,50175620.2858472,37328324.7115772,7318893.74667052,-1301048.21806515,4815978.37545046,3803963.58928521,0,0,0,0,-1301048.21806515,4815978.37545046,3803963.58928521,"Eastern Asia","snowicerain",354357239.022983,"CHN",0.881234476849142,"N",0.881234476849142,0.208804296814393
"337","CH","China",0,868591314.062752,103122274.321427,375907953.843855,389561085.89747,0,0,0,0,103122274.321427,375907953.843855,389561085.89747,58871237.2253047,-2432491.070695,7230501.05697077,54073227.2390289,0,0,0,0,-2432491.070695,7230501.05697077,54073227.2390289,"Eastern Asia","snowicerain",2782387653.86417,"CHN",0.881234476849142,"N",0.881234476849142,0.208804296814393
"338","RS","Russia",7.28663527350281,172464602.315072,32341553.15575,53539105.4694512,86583943.6898712,3997667.66529901,556410.359069196,1149321.53595799,2291935.77027182,31785142.7966809,52389783.9334932,84292007.9195993,-338344.904593948,375687.97368421,-2293349.17519026,1579316.2969121,-57146.9936726135,17128.7424838276,-79853.8950149485,5578.15885850742,358559.231200382,-2213495.28017531,1573738.1380536,"Eastern Europe","snowicerain",520319300.189697,"RUS",0.771560448688832,"N",0.771560448688832,0.100346888478197
"339","UP","Ukraine",0.810204276849496,74014923.8732954,22460243.4359022,20410302.0639706,31144378.3734226,1576907.15646527,374097.322950419,433828.541115539,768981.29239931,22086146.1129518,19976473.5228551,30375397.0810233,-5950562.51488004,-1991204.98761252,-2363043.60267085,-1596313.92459667,-102716.303263417,3897.63151396201,-40546.9784095808,-66066.9563677979,-1995102.61912649,-2322496.62426127,-1530246.96822887,"Eastern Europe","snowicerain",205667275.738652,"UKR",0.771560448688832,"N",0.771560448688832,0.100346888478197
"340","RO","Romania",-0.352203218884247,31696892.5701271,14343914.8396891,7844546.53845386,9508431.19198413,144054.427090445,46273.4002029435,65020.7891231554,32760.2377643456,14297641.4394861,7779525.74933071,9475670.95421978,-3803259.31721966,-2589148.36912532,-178393.822542542,-1035717.12555179,6087.78323561258,10865.4317844687,-3524.35121268791,-1253.29733616819,-2600013.80090979,-174869.471329854,-1034463.82821563,"Eastern Europe","snowicerain",83831041.6168451,"ROU",0.701767431197142,"Y",0.771560448688832,0.100346888478197
"341","MD","Moldova",-3.75345678766164,6180262.52874107,2479056.2216317,2265170.1433723,1436036.16373707,18515.1638246138,8518.21573579562,5562.84440153178,4434.10368728638,2470538.0058959,2259607.29897077,1431602.06004978,-200326.906118252,-53576.4156918706,-64548.0992780128,-82202.3911483684,2252.63765510181,241.429127868625,359.059736903492,1652.14879032969,-53817.8448197392,-64907.1590149163,-83854.5399386981,"Eastern Europe","snowicerain",17960570.9158914,"MDA",0.730887972891828,"Y",0.771560448688832,0.100346888478197
"342","RS","Russia",0.96415977718113,12912129.8139437,4091064.75550621,4120153.56789736,4700911.49054009,1105372.43344528,155358.765351552,231934.140653456,718079.527440275,3935705.99015465,3888219.4272439,3982831.96309982,-1339999.35520436,-365333.087634301,-643459.505944246,-331206.76162581,-110602.34754619,-21048.4825218064,-41213.3517177264,-48340.5133066571,-344284.605112494,-602246.15422652,-282866.248319153,"Eastern Europe","snowicerain",35711162.4262768,"RUS",0.771560448688832,"N",0.771560448688832,0.100346888478197
"343","FI","Finland",-1.16788564749161,10797214.6406968,3807358.61161009,4267986.00805452,2721870.02103216,138255.846031808,32625.3368846106,85919.3598943055,19711.1492528915,3774733.27472548,4182066.64816021,2702158.87177926,640870.656779328,-49629.5278025716,207453.926927905,483046.257653995,-9583.90450551598,-3806.67878328128,-8995.78257111832,3218.55684888363,-45822.8490192903,216449.709499023,479827.700805111,"Northern Europe","snowicerain",34442926.6660689,"FIN",1.04428553901544,"N",1.04428553901544,0.106161536189281
"344","NO","Norway",0,8694832.35711629,3829296.59014339,3027904.5550244,1837631.21194851,0,0,0,0,3829296.59014339,3027904.5550244,1837631.21194851,1317017.93867432,329162.712696732,519019.61495373,468835.611023854,0,0,0,0,329162.712696732,519019.61495373,468835.611023854,"Northern Europe","snowicerain",30035550.8873718,"NOR",1.04428553901544,"N",1.04428553901544,0.106161536189281
"345","AN","Andorra",0,88302.8076138768,15869.6460630811,72433.1615507957,0,0,0,0,0,15869.6460630811,72433.1615507957,0,6795.19494698756,10432.4246897008,-3637.22974271327,0,0,0,0,0,10432.4246897008,-3637.22974271327,0,"Southern Europe","snowicerain",285294.007682593,"AND",0.821498772634281,"N",0.821498772634281,0.218724957314217
"346","IT","Italy",1.7335929438108,77327817.6864006,18479476.8162163,30640511.8345492,28207829.035635,1819.84132967869,492.317840839221,53.2036195624108,1274.31986927706,18478984.4983755,30640458.6309297,28206554.7157657,3757588.9495825,1262272.3811355,2304891.80874616,190424.759700838,153.304241463633,162.362944605453,-2.67878172514485,-6.37992141667534,1262110.01819089,2304894.48752789,190431.139622255,"Southern Europe","snowicerain",243258194.787113,"ITA",0.948137198203058,"Y",0.821498772634281,0.218724957314217
